,time,type,size,price,direction
2019-12-16 15:09:00,54598.811520965,1,15,5669900,1
2019-12-16 15:10:00,54659.974063953,3,10,5669800,1
2019-12-16 15:11:00,54719.63927172901,1,15,5663700,1
2019-12-16 15:12:00,54779.45617832,3,100,5664400,1
2019-12-16 15:13:00,54837.23665404099,3,15,5666000,1
2019-12-16 15:14:00,54897.471074981,4,21,5665300,1
2019-12-16 15:15:00,54959.297864742,3,11,5663000,-1
2019-12-16 15:16:00,55019.929520882004,1,6,5660900,-1
2019-12-16 15:17:00,55079.986908285995,3,10,5662700,-1
2019-12-16 15:18:00,55139.238834679,3,100,5656700,1
2019-12-16 15:19:00,55199.983832237995,1,6,5662300,-1
2019-12-16 15:20:00,55259.820632119,3,9,5660500,-1
2019-12-16 15:21:00,55319.393337699,3,100,5658000,-1
2019-12-16 15:22:00,55379.936773499,1,9,5656500,-1
2019-12-16 15:23:00,55438.833911285,1,91,5661100,-1
2019-12-16 15:24:00,55499.879169930995,3,4,5651600,1
2019-12-16 15:25:00,55559.763936455995,3,100,5653500,1
2019-12-16 15:26:00,55619.890007475995,1,76,5652700,-1
2019-12-16 15:27:00,55679.836424438,1,100,5651700,1
2019-12-16 15:28:00,55738.178348987,1,100,5654800,-1
2019-12-16 15:29:00,55799.612873675,1,100,5654600,-1
2019-12-16 15:30:00,55859.300690495,1,7,5650700,-1
2019-12-16 15:31:00,55919.237074970995,3,8,5648000,-1
2019-12-16 15:32:00,55979.387462000996,3,100,5649500,-1
2019-12-16 15:33:00,56039.542829647005,1,16,5647900,-1
2019-12-16 15:34:00,56099.991266642,3,100,5639900,1
2019-12-16 15:35:00,56159.253400192996,3,16,5647200,-1
2019-12-16 15:36:00,56219.94200981,3,100,5648600,1
2019-12-16 15:37:00,56279.433086640995,3,100,5655900,-1
2019-12-16 15:38:00,56339.904454154006,1,17,5656000,-1
2019-12-16 15:39:00,56399.871824992995,1,100,5650000,-1
2019-12-16 15:40:00,56459.326818605,1,200,5647600,1
2019-12-16 15:41:00,56519.027908055,1,200,5648000,1
2019-12-16 15:42:00,56574.147659882,5,11,5650850,-1
2019-12-16 15:43:00,56634.564077705,1,200,5651100,-1
2019-12-16 15:44:00,56699.921326425996,1,16,5653600,-1
2019-12-16 15:45:00,56758.370402613,1,100,5645400,1
2019-12-16 15:46:00,56819.99845929,3,100,5642100,1
2019-12-16 15:47:00,56879.72966623,1,8,5645200,-1
2019-12-16 15:48:00,56938.876570495,3,100,5649300,-1
2019-12-16 15:49:00,56998.08033081,1,100,5643300,1
2019-12-16 15:50:00,57059.401354307,1,10,5646000,1
2019-12-16 15:51:00,57119.87391057,1,100,5648200,-1
2019-12-16 15:52:00,57178.259112453,3,100,5641200,-1
2019-12-16 15:53:00,57238.714177881,4,2,5637700,1
2019-12-16 15:54:00,57299.760335975996,1,4,5639100,1
2019-12-16 15:55:00,57359.397064567995,3,100,5639600,1
2019-12-16 15:56:00,57419.787423075,1,7,5644600,-1
2019-12-16 15:57:00,57479.232970772006,1,100,5640900,1
2019-12-16 15:58:00,57539.724502098,1,100,5650300,-1
2019-12-16 15:59:00,57599.87175108401,3,100,5655000,-1
