,time,type,size,price,direction
2019-12-10 09:32:05.043805000,34325.043805179,5,3,11109200,1
2019-12-10 09:32:05.043805000,34325.043805179,5,2,11109200,1
2019-12-10 09:32:05.043805000,34325.043805179,5,9,11109700,1
2019-12-10 09:32:05.043805000,34325.043805179,4,2,11109800,-1
2019-12-10 09:32:05.043805000,34325.043805179,4,25,11109800,-1
2019-12-10 09:32:05.043805000,34325.043805179,4,11,11109800,-1
2019-12-10 09:32:05.043836000,34325.043835508,4,14,11109800,-1
2019-12-10 09:32:05.043934000,34325.043934375,4,100,11110400,-1
2019-12-10 09:32:05.044457000,34325.044456999996,4,21,11111000,-1
2019-12-10 09:32:05.044510000,34325.044510469,5,20,11111600,1
2019-12-10 09:32:05.044510000,34325.044510469,4,80,11112100,-1
2019-12-10 09:32:05.044518000,34325.044518308,4,20,11112100,-1
2019-12-10 09:32:05.044518000,34325.044518308,4,80,11112100,-1
2019-12-10 09:32:05.044548000,34325.044548239,4,20,11112100,-1
2019-12-10 09:32:05.044548000,34325.044548239,5,80,11112100,1
2019-12-10 09:32:05.044552000,34325.04455163,5,20,11112100,1
2019-12-10 09:32:05.045393000,34325.045392714,4,36,11113700,-1
2019-12-10 09:32:05.046756000,34325.046756031,4,1,11116000,-1
2019-12-10 09:32:05.096018000,34325.096018391,4,1,11112200,1
2019-12-10 09:32:05.096018000,34325.096018391,4,1,11112200,1
2019-12-10 09:32:05.096052000,34325.096052327004,4,38,11111600,-1
2019-12-10 09:32:09.043707000,34329.043706657,5,100,11110000,1
2019-12-10 09:32:09.043707000,34329.043706657,5,100,11109900,1
2019-12-10 09:32:09.043707000,34329.043706657,5,100,11109800,1
2019-12-10 09:32:09.043707000,34329.043706657,5,100,11108700,1
2019-12-10 09:32:09.043707000,34329.043706657,4,1,11107600,1
2019-12-10 09:32:09.043707000,34329.043706657,4,99,11105800,1
2019-12-10 09:32:09.043707000,34329.043706657,5,17,11105800,1
2019-12-10 09:32:09.043707000,34329.043706657,4,76,11105300,1
2019-12-10 09:32:09.043707000,34329.043706657,4,35,11101400,1
2019-12-10 09:32:09.043707000,34329.043706657,5,20,11101400,1
2019-12-10 09:32:09.043707000,34329.043706657,4,1,11100800,1
2019-12-10 09:32:09.043707000,34329.043706657,4,40,11100800,1
2019-12-10 09:32:09.043707000,34329.043706657,4,75,11100700,1
2019-12-10 09:32:09.043707000,34329.043706657,4,13,11100700,1
2019-12-10 09:32:09.043707000,34329.043706657,4,100,11100600,1
2019-12-10 09:32:09.043707000,34329.043706657,4,100,11100600,1
2019-12-10 09:32:09.043707000,34329.043706657,4,100,11100600,1
2019-12-10 09:32:09.043773000,34329.04377294,4,100,11107600,-1
2019-12-10 09:32:09.044128000,34329.044127618,4,67,11107600,1
2019-12-10 09:32:09.044140000,34329.044140315,4,20,11107600,1
2019-12-10 09:32:09.044159000,34329.044159462,4,13,11107600,1
2019-12-10 09:32:09.044404000,34329.04440448,5,15,11108200,1
2019-12-10 09:32:09.044440000,34329.044439738,5,15,11105200,1
2019-12-10 09:32:09.045200000,34329.045199937005,5,1,11105200,1
2019-12-10 09:32:09.045942000,34329.045942069,5,1,11105200,1
2019-12-10 09:32:09.053844000,34329.053844014,5,50,11102600,1
2019-12-10 09:32:09.053844000,34329.053844014,4,100,11101700,1
2019-12-10 09:32:09.064144000,34329.06414416,5,50,11101900,1
2019-12-10 09:32:09.064144000,34329.06414416,5,50,11101800,1
2019-12-10 09:32:09.064205000,34329.064205013,4,90,11101700,1
2019-12-10 09:32:09.135436000,34329.135435583,4,22,11101700,-1
2019-12-10 09:32:09.144298000,34329.144298401,4,1,11100000,1
2019-12-10 09:32:09.144298000,34329.144298401,4,5,11100000,1
2019-12-10 09:32:09.144298000,34329.144298401,4,5,11100000,1
2019-12-10 09:32:09.144298000,34329.144298401,4,15,11100000,1
2019-12-10 09:32:09.144298000,34329.144298401,4,50,11100000,1
2019-12-10 09:32:09.144298000,34329.144298401,4,20,11100000,1
2019-12-10 09:32:09.144298000,34329.144298401,4,4,11100000,1
2019-12-10 09:32:09.144343000,34329.144343137,4,6,11100000,1
2019-12-10 09:32:09.144343000,34329.144343137,4,3,11100000,1
2019-12-10 09:32:09.144343000,34329.144343137,4,3,11100000,1
2019-12-10 09:32:09.144343000,34329.144343137,4,10,11100000,1
2019-12-10 09:32:09.144343000,34329.144343137,4,78,11100000,1
