,time,type,size,price,direction
2019-12-06 15:43:00,56639.988122848,1,20,11370700,1
2019-12-06 15:44:00,56699.768590197,1,32,11387700,-1
2019-12-06 15:45:00,56759.952703102004,1,22,11388900,-1
2019-12-06 15:46:00,56819.795712809006,1,35,11391800,-1
2019-12-06 15:47:00,56879.678080667,1,100,11392800,-1
2019-12-06 15:48:00,56939.72199785,1,100,11395600,1
2019-12-06 15:49:00,56999.366482020996,1,100,11396300,1
2019-12-06 15:50:00,57059.8288321,1,25,11417200,-1
2019-12-06 15:51:00,57119.69233457,1,100,11408200,-1
2019-12-06 15:52:00,57179.825352258,1,26,11411600,-1
2019-12-06 15:53:00,57239.512165634005,3,100,11401000,1
2019-12-06 15:54:00,57299.810295143,1,25,11407700,-1
2019-12-06 15:55:00,57359.872085413,3,1,11403800,1
2019-12-06 15:56:00,57419.961980555,1,31,11403700,1
2019-12-06 15:57:00,57479.753006290994,1,100,11418400,-1
2019-12-06 15:58:00,57539.625579597996,1,1,11416600,1
2019-12-06 15:59:00,57599.966162373,1,200,11418600,1
